Частота,A * B
(kГц),(?)

0.00000000,0.00390216
0.02384186,0.00161785
0.04768372,0.00030464
0.07152557,0.00016530
0.09536743,0.00022941
0.11920929,0.00020731
0.14305115,0.00015573
0.16689301,0.00023015
0.19073486,0.00022239
0.21457672,0.00019000
0.23841858,0.00016890
0.26226044,0.00008870
0.28610229,0.00008069
0.30994415,0.00112817
0.33378601,0.00329430
0.35762787,0.00309596
0.38146973,0.00089912
0.40531158,0.00009512
0.42915344,0.00007391
0.45299530,0.00019813
0.47683716,0.00024181
0.50067902,0.00012375
0.52452087,0.00009996
0.54836273,0.00003513
0.57220459,0.00002063
0.59604645,0.00016117
0.61988831,0.00016302
0.64373016,0.00001510
0.66757202,0.00008399
0.69141388,0.00013305
0.71525574,0.00018783
0.73909760,0.00024666
0.76293945,0.00014211
0.78678131,0.00005834
0.81062317,0.00016126
0.83446503,0.00021526
0.85830688,0.00020415
0.88214874,0.00007559
0.90599060,0.00004546
0.92983246,0.00008255
0.95367432,0.00006445
0.97751617,0.00009718
1.00135803,0.00034903
1.02519989,0.00057902
1.04904175,0.00035681
1.07288361,0.00014036
1.09672546,0.00023193
1.12056732,0.00015780
1.14440918,0.00006678
1.16825104,0.00014960
1.19209290,0.00031145
1.21593475,0.00036137
1.23977661,0.00035260
1.26361847,0.00031698
1.28746033,0.00082560
1.31130219,0.00143419
1.33514404,0.00099905
1.35898590,0.00030011
1.38282776,0.00013813
1.40666962,0.00013309
1.43051147,0.00017234
1.45435333,0.00015192
1.47819519,0.00008991
1.50203705,0.00007190
1.52587891,0.00005144
1.54972076,0.00004009
1.57356262,0.00006884
1.59740448,0.00012641
1.62124634,0.00019506
1.64508820,0.00019280
1.66893005,0.00013896
1.69277191,0.00016539
1.71661377,0.00017972
1.74045563,0.00016196
1.76429749,0.00011754
1.78813934,0.00015123
1.81198120,0.00015612
1.83582306,0.00005637
1.85966492,0.00011252
1.88350677,0.00014711
1.90734863,0.00007727
1.93119049,0.00005424
1.95503235,0.00447675
1.97887421,0.02329262
2.00271606,0.03465344
2.02655792,0.01823460
2.05039978,0.00238953
2.07424164,0.00004364
2.09808350,0.00010521
2.12192535,0.00023248
2.14576721,0.00022567
2.16960907,0.00015457
2.19345093,0.00015168
2.21729279,0.00008565
2.24113464,0.00012180
2.26497650,0.00022152
2.28881836,0.00023816
2.31266022,0.00009368
2.33650208,0.00004986
2.36034393,0.00007723
2.38418579,0.00008871
2.40802765,0.00015403
2.43186951,0.00018853
2.45571136,0.00014894
2.47955322,0.00014087
2.50339508,0.00015252
2.52723694,0.00012787
2.55107880,0.00014326
2.57492065,0.00015865
2.59876251,0.00016309
2.62260437,0.00016700
2.64644623,0.00029218
2.67028809,0.00068981
2.69412994,0.00085239
2.71797180,0.00044641
2.74181366,0.00018030
2.76565552,0.00026068
2.78949738,0.00030143
2.81333923,0.00023586
2.83718109,0.00010394
2.86102295,0.00009698
2.88486481,0.00021688
2.90870667,0.00025783
2.93254852,0.00018925
2.95639038,0.00016489
2.98023224,0.00017447
3.00407410,0.00020790
3.02791595,0.00016211
3.05175781,0.00013824
3.07559967,0.00014451
3.09944153,0.00013172
3.12328339,0.00003966
3.14712524,0.00010382
