Частота,A * B
(kГц),(?)

0.00000000,0.00336183
0.02384186,0.00135224
0.04768372,0.00030427
0.07152557,0.00031153
0.09536743,0.00017124
0.11920929,0.00007139
0.14305115,0.00009836
0.16689301,0.00014663
0.19073486,0.00009849
0.21457672,0.00031680
0.23841858,0.00038867
0.26226044,0.00035329
0.28610229,0.00020661
0.30994415,0.00002887
0.33378601,0.00019429
0.35762787,0.00024800
0.38146973,0.00013866
0.40531158,0.00014124
0.42915344,0.00010714
0.45299530,0.00019502
0.47683716,0.00032644
0.50067902,0.00037772
0.52452087,0.00030279
0.54836273,0.00023639
0.57220459,0.00020663
0.59604645,0.00025761
0.61988831,0.00022078
0.64373016,0.00019936
0.66757202,0.00024061
0.69141388,0.00028563
0.71525574,0.00023071
0.73909760,0.00016598
0.76293945,0.00013037
0.78678131,0.00004189
0.81062317,0.00020886
0.83446503,0.00016914
0.85830688,0.00010168
0.88214874,0.00012088
0.90599060,0.00005800
0.92983246,0.00002185
0.95367432,0.00006088
0.97751617,0.00059287
1.00135803,0.00103839
1.02519989,0.00058664
1.04904175,0.00021573
1.07288361,0.00037337
1.09672546,0.00041043
1.12056732,0.00029792
1.14440918,0.00022936
1.16825104,0.00014479
1.19209290,0.00012012
1.21593475,0.00050400
1.23977661,0.00050600
1.26361847,0.00015373
1.28746033,0.00003148
1.31130219,0.00006818
1.33514404,0.00025445
1.35898590,0.00040677
1.38282776,0.00027523
1.40666962,0.00026830
1.43051147,0.00032706
1.45435333,0.00044375
1.47819519,0.00043411
1.50203705,0.00018348
1.52587891,0.00003026
1.54972076,0.00009198
1.57356262,0.00033430
1.59740448,0.00046066
1.62124634,0.00043546
1.64508820,0.00028169
1.66893005,0.00027604
1.69277191,0.00036615
1.71661377,0.00021733
1.74045563,0.00009994
1.76429749,0.00022936
1.78813934,0.00018660
1.81198120,0.00007892
1.83582306,0.00030505
1.85966492,0.00031908
1.88350677,0.00022787
1.90734863,0.00023440
1.93119049,0.00026044
1.95503235,0.00026221
1.97887421,0.00030353
2.00271606,0.00027445
2.02655792,0.00010982
2.05039978,0.00027341
2.07424164,0.00029810
2.09808350,0.00024363
2.12192535,0.00014097
2.14576721,0.00011425
2.16960907,0.00023001
2.19345093,0.00009256
2.21729279,0.00019480
2.24113464,0.00018162
2.26497650,0.00019209
2.28881836,0.00029808
2.31266022,0.00035446
2.33650208,0.00046790
2.36034393,0.00044501
2.38418579,0.00019014
2.40802765,0.00006376
2.43186951,0.00006341
2.45571136,0.00015969
2.47955322,0.00016816
2.50339508,0.00005917
2.52723694,0.00017826
2.55107880,0.00017769
2.57492065,0.00011790
2.59876251,0.00011999
2.62260437,0.00016896
2.64644623,0.00019317
2.67028809,0.00025298
2.69412994,0.00022240
2.71797180,0.00029294
2.74181366,0.00037986
2.76565552,0.00028563
2.78949738,0.00012312
2.81333923,0.00025427
2.83718109,0.00025788
2.86102295,0.00021801
2.88486481,0.00021969
2.90870667,0.00024514
2.93254852,0.00024993
2.95639038,0.00036871
2.98023224,0.00083423
3.00407410,0.00118646
3.02791595,0.00070443
3.05175781,0.00017408
3.07559967,0.00009917
3.09944153,0.00023712
3.12328339,0.00048423
3.14712524,0.00045336
