Частота,A * B
(kГц),(?)

0.00000000,0.00300707
0.02384186,0.00107462
0.04768372,0.00029423
0.07152557,0.00033233
0.09536743,0.00043619
0.11920929,0.00037788
0.14305115,0.00020980
0.16689301,0.00004031
0.19073486,0.00013774
0.21457672,0.00036437
0.23841858,0.00038898
0.26226044,0.00032605
0.28610229,0.00003349
0.30994415,0.00023550
0.33378601,0.00020884
0.35762787,0.00015058
0.38146973,0.00022595
0.40531158,0.00015510
0.42915344,0.00006318
0.45299530,0.00021802
0.47683716,0.00024159
0.50067902,0.00021113
0.52452087,0.00018566
0.54836273,0.00002305
0.57220459,0.00008443
0.59604645,0.00008585
0.61988831,0.00021899
0.64373016,0.00029298
0.66757202,0.00046730
0.69141388,0.00057610
0.71525574,0.00028074
0.73909760,0.00002306
0.76293945,0.00012446
0.78678131,0.00027257
0.81062317,0.00019800
0.83446503,0.00013015
0.85830688,0.00009830
0.88214874,0.00023729
0.90599060,0.00029597
0.92983246,0.00033305
0.95367432,0.00025397
0.97751617,0.00035927
1.00135803,0.00084779
1.02519989,0.00062925
1.04904175,0.00029546
1.07288361,0.00029413
1.09672546,0.00031469
1.12056732,0.00029127
1.14440918,0.00008000
1.16825104,0.00018932
1.19209290,0.00037911
1.21593475,0.00055858
1.23977661,0.00052199
1.26361847,0.00021646
1.28746033,0.00010069
1.31130219,0.00008933
1.33514404,0.00005354
1.35898590,0.00011664
1.38282776,0.00005033
1.40666962,0.00004644
1.43051147,0.00013059
1.45435333,0.00017250
1.47819519,0.00009917
1.50203705,0.00008920
1.52587891,0.00010826
1.54972076,0.00015952
1.57356262,0.00008871
1.59740448,0.00003239
1.62124634,0.00009240
1.64508820,0.00015805
1.66893005,0.00023205
1.69277191,0.00021964
1.71661377,0.00005763
1.74045563,0.00021924
1.76429749,0.00016325
1.78813934,0.00012046
1.81198120,0.00003871
1.83582306,0.00012724
1.85966492,0.00022439
1.88350677,0.00019356
1.90734863,0.00003435
1.93119049,0.00008272
1.95503235,0.00016887
1.97887421,0.00040121
2.00271606,0.00039279
2.02655792,0.00010088
2.05039978,0.00007968
2.07424164,0.00007254
2.09808350,0.00017412
2.12192535,0.00025226
2.14576721,0.00014582
2.16960907,0.00005191
2.19345093,0.00004776
2.21729279,0.00011659
2.24113464,0.00022444
2.26497650,0.00022805
2.28881836,0.00014142
2.31266022,0.00010005
2.33650208,0.00028732
2.36034393,0.00036401
2.38418579,0.00012364
2.40802765,0.00013943
2.43186951,0.00006467
2.45571136,0.00004851
2.47955322,0.00014395
2.50339508,0.00030043
2.52723694,0.00023847
2.55107880,0.00008850
2.57492065,0.00009882
2.59876251,0.00014236
2.62260437,0.00011342
2.64644623,0.00004046
2.67028809,0.00016962
2.69412994,0.00032880
2.71797180,0.00032013
2.74181366,0.00022225
2.76565552,0.00019473
2.78949738,0.00022066
2.81333923,0.00013055
2.83718109,0.00026821
2.86102295,0.00030877
2.88486481,0.00019699
2.90870667,0.00008853
2.93254852,0.00026022
2.95639038,0.00027824
2.98023224,0.00072321
3.00407410,0.00106335
3.02791595,0.00058202
3.05175781,0.00003503
3.07559967,0.00018471
3.09944153,0.00006688
3.12328339,0.00009768
3.14712524,0.00014621
