Частота,A * B
(kГц),(?)

0.00000000,0.00388425
0.02384186,0.00170351
0.04768372,0.00047308
0.07152557,0.00028186
0.09536743,0.00019984
0.11920929,0.00016715
0.14305115,0.00016219
0.16689301,0.00019982
0.19073486,0.00031262
0.21457672,0.00044532
0.23841858,0.00039204
0.26226044,0.00026119
0.28610229,0.00015124
0.30994415,0.00012524
0.33378601,0.00022638
0.35762787,0.00021002
0.38146973,0.00018196
0.40531158,0.00016481
0.42915344,0.00018348
0.45299530,0.00024263
0.47683716,0.00020043
0.50067902,0.00011477
0.52452087,0.00009266
0.54836273,0.00009805
0.57220459,0.00004348
0.59604645,0.00013648
0.61988831,0.00026952
0.64373016,0.00016497
0.66757202,0.00007446
0.69141388,0.00006418
0.71525574,0.00009700
0.73909760,0.00013103
0.76293945,0.00006041
0.78678131,0.00020969
0.81062317,0.00013587
0.83446503,0.00008390
0.85830688,0.00012964
0.88214874,0.00014935
0.90599060,0.00013993
0.92983246,0.00013630
0.95367432,0.00021037
0.97751617,0.00067379
1.00135803,0.00103023
1.02519989,0.00057124
1.04904175,0.00008645
1.07288361,0.00008915
1.09672546,0.00017708
1.12056732,0.00019887
1.14440918,0.00014147
1.16825104,0.00000951
1.19209290,0.00020926
1.21593475,0.00052660
1.23977661,0.00053770
1.26361847,0.00016374
1.28746033,0.00009456
1.31130219,0.00007793
1.33514404,0.00010601
1.35898590,0.00012609
1.38282776,0.00007021
1.40666962,0.00014645
1.43051147,0.00008751
1.45435333,0.00004542
1.47819519,0.00006905
1.50203705,0.00010941
1.52587891,0.00007284
1.54972076,0.00013784
1.57356262,0.00020131
1.59740448,0.00014230
1.62124634,0.00007911
1.64508820,0.00006228
1.66893005,0.00012240
1.69277191,0.00005571
1.71661377,0.00013150
1.74045563,0.00014200
1.76429749,0.00007421
1.78813934,0.00007048
1.81198120,0.00003405
1.83582306,0.00014650
1.85966492,0.00006363
1.88350677,0.00002420
1.90734863,0.00005733
1.93119049,0.00008203
1.95503235,0.00009619
1.97887421,0.00017837
2.00271606,0.00012877
2.02655792,0.00011903
2.05039978,0.00011200
2.07424164,0.00015707
2.09808350,0.00021965
2.12192535,0.00021088
2.14576721,0.00020182
2.16960907,0.00009915
2.19345093,0.00013817
2.21729279,0.00027742
2.24113464,0.00025540
2.26497650,0.00007492
2.28881836,0.00003452
2.31266022,0.00005211
2.33650208,0.00013201
2.36034393,0.00020074
2.38418579,0.00017287
2.40802765,0.00013087
2.43186951,0.00010237
2.45571136,0.00019416
2.47955322,0.00020775
2.50339508,0.00018883
2.52723694,0.00011011
2.55107880,0.00007235
2.57492065,0.00014801
2.59876251,0.00004888
2.62260437,0.00006110
2.64644623,0.00018429
2.67028809,0.00041674
2.69412994,0.00038959
2.71797180,0.00024529
2.74181366,0.00021644
2.76565552,0.00014630
2.78949738,0.00005517
2.81333923,0.00017388
2.83718109,0.00017939
2.86102295,0.00004932
2.88486481,0.00006449
2.90870667,0.00000441
2.93254852,0.00008908
2.95639038,0.00016527
2.98023224,0.00019648
3.00407410,0.00007177
3.02791595,0.00011400
3.05175781,0.00012214
3.07559967,0.00009651
3.09944153,0.00008321
3.12328339,0.00021171
3.14712524,0.00018137
