Частота,A * B
(kГц),(?)

0.00000000,0.00232665
0.02384186,0.00095508
0.04768372,0.00019010
0.07152557,0.00015063
0.09536743,0.00013139
0.11920929,0.00006657
0.14305115,0.00018901
0.16689301,0.00022405
0.19073486,0.00007904
0.21457672,0.00007330
0.23841858,0.00009307
0.26226044,0.00015362
0.28610229,0.00008867
0.30994415,0.00020702
0.33378601,0.00093234
0.35762787,0.00095889
0.38146973,0.00028715
0.40531158,0.00004320
0.42915344,0.00008013
0.45299530,0.00009396
0.47683716,0.00010449
0.50067902,0.00007469
0.52452087,0.00007082
0.54836273,0.00009845
0.57220459,0.00010184
0.59604645,0.00008480
0.61988831,0.00036769
0.64373016,0.00101200
0.66757202,0.00090093
0.69141388,0.00022674
0.71525574,0.00007694
0.73909760,0.00007240
0.76293945,0.00005658
0.78678131,0.00005993
0.81062317,0.00005449
0.83446503,0.00017940
0.85830688,0.00013675
0.88214874,0.00002974
0.90599060,0.00015989
0.92983246,0.00017573
0.95367432,0.00115264
0.97751617,0.00666642
1.00135803,0.01051789
1.02519989,0.00588629
1.04904175,0.00088777
1.07288361,0.00014877
1.09672546,0.00006359
1.12056732,0.00001148
1.14440918,0.00006790
1.16825104,0.00016861
1.19209290,0.00012880
1.21593475,0.00009167
1.23977661,0.00003361
1.26361847,0.00007559
1.28746033,0.00011439
1.31130219,0.00022513
1.33514404,0.00059530
1.35898590,0.00054312
1.38282776,0.00013512
1.40666962,0.00008992
1.43051147,0.00011568
1.45435333,0.00008967
1.47819519,0.00005847
1.50203705,0.00004672
1.52587891,0.00004052
1.54972076,0.00002954
1.57356262,0.00007563
1.59740448,0.00010675
1.62124634,0.00034298
1.64508820,0.00071425
1.66893005,0.00056639
1.69277191,0.00029202
1.71661377,0.00016778
1.74045563,0.00006808
1.76429749,0.00002897
1.78813934,0.00005175
1.81198120,0.00006739
1.83582306,0.00018328
1.85966492,0.00009310
1.88350677,0.00007391
1.90734863,0.00010271
1.93119049,0.00008149
1.95503235,0.00213800
1.97887421,0.01131760
2.00271606,0.01690014
2.02655792,0.00891895
2.05039978,0.00117083
2.07424164,0.00007428
2.09808350,0.00004902
2.12192535,0.00002520
2.14576721,0.00005407
2.16960907,0.00011290
2.19345093,0.00009005
2.21729279,0.00005538
2.24113464,0.00007273
2.26497650,0.00007726
2.28881836,0.00014444
2.31266022,0.00019477
2.33650208,0.00010399
2.36034393,0.00008484
2.38418579,0.00002506
2.40802765,0.00010653
2.43186951,0.00013762
2.45571136,0.00010897
2.47955322,0.00005922
2.50339508,0.00001760
2.52723694,0.00001590
2.55107880,0.00005160
2.57492065,0.00007964
2.59876251,0.00012313
2.62260437,0.00018466
2.64644623,0.00018420
2.67028809,0.00029184
2.69412994,0.00037354
2.71797180,0.00023217
2.74181366,0.00007307
2.76565552,0.00002658
2.78949738,0.00007416
2.81333923,0.00002214
2.83718109,0.00008353
2.86102295,0.00004576
2.88486481,0.00007565
2.90870667,0.00012586
2.93254852,0.00013673
2.95639038,0.00244181
2.98023224,0.01195302
3.00407410,0.01683780
3.02791595,0.00835674
3.05175781,0.00098569
3.07559967,0.00003752
3.09944153,0.00004624
3.12328339,0.00003067
3.14712524,0.00007311
