Частота,A * B
(kГц),(?)

0.00000000,0.00088561
0.02384186,0.00038804
0.04768372,0.00010348
0.07152557,0.00007089
0.09536743,0.00008704
0.11920929,0.00011466
0.14305115,0.00051846
0.16689301,0.00048127
0.19073486,0.00009068
0.21457672,0.00006699
0.23841858,0.00007017
0.26226044,0.00007587
0.28610229,0.00009223
0.30994415,0.00001104
0.33378601,0.00034218
0.35762787,0.00040608
0.38146973,0.00012118
0.40531158,0.00003537
0.42915344,0.00001521
0.45299530,0.00010068
0.47683716,0.00068630
0.50067902,0.00121375
0.52452087,0.00077300
0.54836273,0.00017485
0.57220459,0.00006848
0.59604645,0.00004634
0.61988831,0.00013713
0.64373016,0.00053244
0.66757202,0.00048794
0.69141388,0.00009704
0.71525574,0.00002786
0.73909760,0.00003522
0.76293945,0.00002497
0.78678131,0.00009645
0.81062317,0.00008350
0.83446503,0.00027510
0.85830688,0.00029468
0.88214874,0.00006479
0.90599060,0.00006898
0.92983246,0.00003429
0.95367432,0.00027372
0.97751617,0.00145520
1.00135803,0.00232486
1.02519989,0.00134854
1.04904175,0.00022239
1.07288361,0.00001996
1.09672546,0.00002336
1.12056732,0.00023325
1.14440918,0.00065856
1.16825104,0.00054612
1.19209290,0.00003858
1.21593475,0.00009449
1.23977661,0.00006297
1.26361847,0.00002950
1.28746033,0.00012181
1.31130219,0.00013882
1.33514404,0.00018284
1.35898590,0.00020421
1.38282776,0.00002938
1.40666962,0.00007119
1.43051147,0.00007598
1.45435333,0.00037590
1.47819519,0.00217627
1.50203705,0.00343382
1.52587891,0.00196684
1.54972076,0.00034034
1.57356262,0.00001286
1.59740448,0.00000537
1.62124634,0.00021732
1.64508820,0.00070690
1.66893005,0.00064214
1.69277191,0.00011296
1.71661377,0.00006726
1.74045563,0.00005812
1.76429749,0.00006061
1.78813934,0.00004044
1.81198120,0.00010473
1.83582306,0.00008577
1.85966492,0.00014408
1.88350677,0.00006527
1.90734863,0.00003029
1.93119049,0.00001223
1.95503235,0.00052348
1.97887421,0.00288458
2.00271606,0.00440319
2.02655792,0.00241217
2.05039978,0.00038628
2.07424164,0.00004989
2.09808350,0.00008384
2.12192535,0.00017637
2.14576721,0.00071439
2.16960907,0.00066486
2.19345093,0.00016256
2.21729279,0.00004233
2.24113464,0.00003948
2.26497650,0.00004679
2.28881836,0.00006624
2.31266022,0.00013903
2.33650208,0.00006887
2.36034393,0.00007638
2.38418579,0.00007504
2.40802765,0.00003294
2.43186951,0.00000538
2.45571136,0.00074040
2.47955322,0.00364514
2.50339508,0.00529006
2.52723694,0.00275929
2.55107880,0.00037728
2.57492065,0.00001063
2.59876251,0.00003933
2.62260437,0.00020338
2.64644623,0.00073209
2.67028809,0.00062195
2.69412994,0.00005800
2.71797180,0.00010070
2.74181366,0.00005993
2.76565552,0.00005470
2.78949738,0.00006124
2.81333923,0.00018521
2.83718109,0.00016481
2.86102295,0.00003091
2.88486481,0.00004283
2.90870667,0.00005162
2.93254852,0.00007052
2.95639038,0.00094664
2.98023224,0.00431089
3.00407410,0.00604731
3.02791595,0.00304945
3.05175781,0.00040113
3.07559967,0.00004380
3.09944153,0.00007766
3.12328339,0.00024623
3.14712524,0.00080743
